Course Code,Course Name,Institution,EOS,Mid,Level8,Test,Not All,AQA,New Comp
AL031,Computer and Software Engineering,ATHLONE IT,,,True,False,False,False,False
AL033,Toxicology,ATHLONE IT,275.0,340.0,True,False,False,False,False
AL035,Construction Technology and Management,ATHLONE IT,295.0,335.0,True,False,False,False,False
AL050,Business,ATHLONE IT,255.0,325.0,True,False,False,False,False
AL051,Accounting,ATHLONE IT,250.0,340.0,True,False,False,False,False
AL052,Design (Visual Communications),ATHLONE IT,700.0,845.0,True,True,False,False,False
AL054,Social Care Practice,ATHLONE IT,315.0,335.0,True,False,False,False,False
AL110,General Nursing,ATHLONE IT,355.0,375.0,True,False,False,False,False
AL111,Mature Applicants General Nursing,ATHLONE IT,166.0,174.0,True,True,True,False,False
AL112,Psychiatric Nursing,ATHLONE IT,320.0,340.0,True,False,False,False,False
AL113,Mature Applicants Psychiatric Nursing,ATHLONE IT,160.0,166.0,True,True,False,False,False
PC410,Humanities,CARLOW COLLEGE,275.0,325.0,True,False,False,False,False
CW018,Business (Wexford),IT CARLOW,290.0,370.0,True,False,False,False,False
CW028,Early Childhood Education & Care (Wexford,IT CARLOW,285.0,325.0,True,False,False,False,False
CW108,Biotechnology with Bioforensics,IT CARLOW,290.0,335.0,True,False,False,False,False
CW118,Biotechnology with Biopharmaceuticals,IT CARLOW,275.0,340.0,True,False,False,False,False
CW208,Computer Games Development,IT CARLOW,305.0,355.0,True,False,False,False,False
CW708,Legal Studies,IT CARLOW,305.0,355.0,True,False,False,False,False
CW728,Product Design Innovation,IT CARLOW,290.0,325.0,True,False,False,False,False
CW748,Early Childhood Education and Care,IT CARLOW,300.0,330.0,True,False,False,False,False
CW808,Communications and Public Relations,IT CARLOW,300.0,350.0,True,False,False,False,False
CW818,Accounting,IT CARLOW,270.0,340.0,True,False,False,False,False
CW828,International Business,IT CARLOW,310.0,345.0,True,False,False,False,False
CW838,Marketing,IT CARLOW,275.0,345.0,True,False,False,False,False
CW908,Business Studies - Management,IT CARLOW,270.0,345.0,True,False,False,False,False
CW918,Supply Chain Management,IT CARLOW,300.0,385.0,True,False,False,False,False
CR105,Chemical and Process Engineering,CORK IT,320.0,435.0,True,False,False,False,False
CR106,Software Development,CORK IT,260.0,335.0,True,False,False,False,False
CR107,Electronic Engineering,CORK IT,255.0,355.0,True,False,False,False,False
CR108,Mechanical Engineering,CORK IT,330.0,400.0,True,False,False,False,False
CR109,Structural Engineering,CORK IT,440.0,470.0,True,False,False,False,False
CR111,Computerised Instrument Systems,CORK IT,215.0,285.0,True,False,False,False,False
CR112,Multimedia,CORK IT,365.0,405.0,True,False,False,False,False
CR116,Software Development& Computer Network,CORK IT,220.0,355.0,True,False,False,False,False
CR121,Music at CIT - Cork School of Music,CORK IT,720.0,945.0,True,False,True,False,False
CR150,Business Information Systems,CORK IT,330.0,355.0,True,False,False,False,False
CR330,Herbal Science,CORK IT,210.0,335.0,True,False,False,False,False
CK101,Arts,UNIVERSITY COLLEGE CORK,340.0,395.0,True,False,False,False,False
CK102,Social Science,UNIVERSITY COLLEGE CORK,365.0,395.0,True,False,False,False,False
CK103,Music,UNIVERSITY COLLEGE CORK,360.0,400.0,True,True,False,False,False
CK104,Arts with Music,UNIVERSITY COLLEGE CORK,395.0,445.0,True,False,False,False,False
CK106,Applied Psychology,UNIVERSITY COLLEGE CORK,520.0,540.0,True,False,False,False,False
CK111,Early Childhood Studies,UNIVERSITY COLLEGE CORK,335.0,370.0,True,False,False,False,False
CK112,Drama and Theatre Studies,UNIVERSITY COLLEGE CORK,385.0,440.0,True,True,False,False,False
CK114,Social Science (Youth and Community Work,UNIVERSITY COLLEGE CORK,,,True,True,False,False,False
CK115,Social Work,UNIVERSITY COLLEGE CORK,,,True,True,False,False,False
CK116,B Ed - Sports Studies and Physical Educatio,UNIVERSITY COLLEGE CORK,465.0,485.0,True,False,False,False,False
CK201,Commerce,UNIVERSITY COLLEGE CORK,445.0,470.0,True,False,True,False,False
CK202,Accounting,UNIVERSITY COLLEGE CORK,490.0,525.0,True,False,False,False,False
CK203,Business Information Systems,UNIVERSITY COLLEGE CORK,390.0,425.0,True,False,False,False,False
CK204,Finance,UNIVERSITY COLLEGE CORK,465.0,495.0,True,False,False,False,False
CK205,Commerce (International) with French,UNIVERSITY COLLEGE CORK,435.0,455.0,True,False,False,False,False
CK206,Commerce (International) with German,UNIVERSITY COLLEGE CORK,325.0,435.0,True,False,False,False,False
CK207,Commerce (International) with Italian,UNIVERSITY COLLEGE CORK,335.0,425.0,True,False,False,False,False
CK208,Commerce (International) with Spanish,UNIVERSITY COLLEGE CORK,310.0,425.0,True,False,False,False,False
CK209,Commerce (International) with Irish,UNIVERSITY COLLEGE CORK,495.0,505.0,True,False,False,False,False
CK210,Government,UNIVERSITY COLLEGE CORK,355.0,395.0,True,False,False,False,False
CK211,Commerce(International)with Chinese Studi,UNIVERSITY COLLEGE CORK,335.0,455.0,True,False,False,False,False
CK301,Law,UNIVERSITY COLLEGE CORK,500.0,515.0,True,False,False,False,False
CK302,Law and French,UNIVERSITY COLLEGE CORK,520.0,540.0,True,False,False,False,False
CK303,Law and German,UNIVERSITY COLLEGE CORK,485.0,495.0,True,False,False,False,False
CK304,Law and Irish,UNIVERSITY COLLEGE CORK,540.0,545.0,True,False,False,False,False
CK401,Computer Science,UNIVERSITY COLLEGE CORK,300.0,350.0,True,False,False,False,False
CK402,Biological and Chemical Sciences,UNIVERSITY COLLEGE CORK,345.0,460.0,True,False,False,False,False
CK404,Environmental and Earth System Sciences,UNIVERSITY COLLEGE CORK,305.0,400.0,True,False,False,False,False
CK405,Genetics,UNIVERSITY COLLEGE CORK,350.0,455.0,True,False,False,False,False
CK406,Chemical Sciences,UNIVERSITY COLLEGE CORK,305.0,445.0,True,False,False,False,False
CK407,Mathematical Sciences,UNIVERSITY COLLEGE CORK,450.0,535.0,True,False,False,False,False
CK408,Physics and Astrophysics,UNIVERSITY COLLEGE CORK,420.0,500.0,True,False,False,False,False
CK501,Food Business,UNIVERSITY COLLEGE CORK,300.0,340.0,True,False,False,False,False
CK504,Nutritional Sciences,UNIVERSITY COLLEGE CORK,485.0,505.0,True,False,True,False,False
CK505,Food Science,UNIVERSITY COLLEGE CORK,305.0,385.0,True,False,False,False,False
CK506,International Development and Food Policy,UNIVERSITY COLLEGE CORK,330.0,410.0,True,False,False,False,False
CK601,Process and Chemical Engineering,UNIVERSITY COLLEGE CORK,480.0,515.0,True,False,False,False,False
CK602,Civil and Environmental Engineering,UNIVERSITY COLLEGE CORK,520.0,540.0,True,False,False,False,False
CK605,Electrical and Electronic Engineering,UNIVERSITY COLLEGE CORK,335.0,450.0,True,False,False,False,False
CK606,Architecture,UNIVERSITY COLLEGE CORK,510.0,520.0,True,False,False,False,False
CK701,Medicine - Five-year,UNIVERSITY COLLEGE CORK,580.0,590.0,True,False,False,False,False
CK702,Dentistry - Five-year,UNIVERSITY COLLEGE CORK,555.0,560.0,True,False,False,False,False
CK703,Pharmacy,UNIVERSITY COLLEGE CORK,560.0,570.0,True,False,True,False,False
CK704,Occupational Therapy,UNIVERSITY COLLEGE CORK,520.0,530.0,True,False,False,False,False
CK705,Speech and Language Therapy,UNIVERSITY COLLEGE CORK,530.0,540.0,True,False,False,False,False
CK706,Public Health and Health Promotion,UNIVERSITY COLLEGE CORK,395.0,425.0,True,False,False,False,False
CK710,General Nursing,UNIVERSITY COLLEGE CORK,410.0,450.0,True,False,True,False,False
CK711,Mature Applicants General Nursing,UNIVERSITY COLLEGE CORK,159.0,168.0,True,True,True,False,False
CK712,Children's and General (Integrated) Nursing,UNIVERSITY COLLEGE CORK,495.0,510.0,True,False,False,False,False
CK713,Mature apps. Children & General Nursing (in,UNIVERSITY COLLEGE CORK,177.0,181.0,True,True,True,False,False
CK720,Psychiatric Nursing,UNIVERSITY COLLEGE CORK,365.0,400.0,True,False,True,False,False
CK721,Mature Applicants Psychiatric Nursing,UNIVERSITY COLLEGE CORK,150.0,159.0,True,True,False,False,False
CK730,Intellectual Disability Nursing,UNIVERSITY COLLEGE CORK,380.0,405.0,True,False,False,False,False
CK731,Mature apps. Intellectual Disability Nursing,UNIVERSITY COLLEGE CORK,133.0,151.0,True,True,False,False,False
CK740,Midwifery,UNIVERSITY COLLEGE CORK,410.0,445.0,True,False,True,False,False
CK741,Mature Applicants Midwifery,UNIVERSITY COLLEGE CORK,179.0,186.0,True,True,False,False,False
AH001,Theology and Philosophy,ALL HALLOWS,,305.0,True,False,False,True,False
AH002,Theology and Psychology,ALL HALLOWS,300.0,330.0,True,False,False,False,False
AH003,Theology and English Literature,ALL HALLOWS,265.0,305.0,True,False,False,False,False
AC120,International Business - 3 Year course,AMERICAN COLLEGE,260.0,320.0,True,False,False,False,False
AC141,Behavioural Science (Psychology),AMERICAN COLLEGE,235.0,345.0,True,False,False,False,False
CE001,B. Ed.,CHURCH OF IRELAND COLLEGE,385.0,,True,False,True,False,False
CM001,B. Ed.,COLAISTE MHUIRE MARINO,455.0,460.0,True,False,True,False,False
CM002,B. Ed. - Gaeltacht Applicants,COLAISTE MHUIRE MARINO,415.0,420.0,True,False,False,False,False
DB512,Business Studies,DUBLIN BUSINESS SCHOOL,225.0,325.0,True,False,False,False,False
DB514,Business and Law,DUBLIN BUSINESS SCHOOL,250.0,355.0,True,False,False,False,False
DB515,Business with Human Resource Manageme,DUBLIN BUSINESS SCHOOL,260.0,350.0,True,False,False,False,False
DB516,Business with Financial Services,DUBLIN BUSINESS SCHOOL,245.0,335.0,True,False,False,False,False
DB517,Marketing with Event Management,DUBLIN BUSINESS SCHOOL,210.0,315.0,True,False,False,False,False
DB519,Leisure and Recreation Management,DUBLIN BUSINESS SCHOOL,210.0,310.0,True,False,False,False,False
