Course Code,Course Name,Institution,EOS,Mid,Level8,Test,Not All,AQA,New Comp
CK105,Film and Screen Media - 3 years or 4 years (International Pathway),University College Cork (NUI),450.0,480.0,True,False,False,False,False
CK106,Applied Psychology,University College Cork (NUI),505.0,530.0,True,False,False,False,False
CK107,Geography and Archaeology - 3 years or 4 years (International Pathway),University College Cork (NUI),340.0,355.0,True,False,False,False,False
CK108,Arts International - 4 years with subject groupings as CK101,University College Cork (NUI),475.0,510.0,True,False,False,False,False
CK109,English - 3 years or 4 years (International Pathway),University College Cork (NUI),410.0,435.0,True,False,False,False,False
CK110,World Languages,University College Cork (NUI),495.0,535.0,True,False,False,False,False
CK111,Early Years and Childhood Studies,University College Cork (NUI),390.0,415.0,True,False,False,False,False
CK112,Drama and Theatre Studies - 3 years or 4 years (Intl Pathway),University College Cork (NUI),315.0,405.0,True,True,False,False,False
CK113,Criminology - 3 years or 4 years (International Pathway),University College Cork (NUI),430.0,465.0,True,False,False,False,False
CK114,Social Science (Youth & Community Work) - Mature Applicants only,University College Cork (NUI),,,True,True,False,False,False
CK115,Social Work  - Mature Applicants only,University College Cork (NUI),,,True,True,False,False,False
CK116,Sports Studies and Physical Education,University College Cork (NUI),500.0,525.0,True,False,False,False,False
CK117,Economics (through Transformational Learning) - 3 or 4 years (Intl Pathw,University College Cork (NUI),400.0,430.0,True,False,False,False,False
CK118,Digital Humanities and IT - 3 or 4 years (Industry or Intl Pathway),University College Cork (NUI),380.0,410.0,True,False,False,False,False
CK201,Commerce,University College Cork (NUI),455.0,475.0,True,False,False,False,False
CK202,Accounting,University College Cork (NUI),465.0,500.0,True,False,False,False,False
CK203,Business Information Systems,University College Cork (NUI),445.0,480.0,True,False,False,False,False
CK204,Finance,University College Cork (NUI),505.0,535.0,True,False,False,False,False
CK205,Commerce (International) with French,University College Cork (NUI),480.0,510.0,True,False,False,False,False
CK206,Commerce (International) with German,University College Cork (NUI),490.0,510.0,True,False,False,False,False
CK207,Commerce (International) with Italian,University College Cork (NUI),415.0,430.0,True,False,False,False,False
CK208,Commerce (International) with Hispanic Studies,University College Cork (NUI),440.0,470.0,True,False,False,False,False
CK209,Commerce (International) with Irish,University College Cork (NUI),495.0,515.0,True,False,False,False,False
CK210,Government,University College Cork (NUI),340.0,395.0,True,False,False,False,False
CK211,Commerce (International) with Chinese Studies,University College Cork (NUI),415.0,440.0,True,False,False,False,False
CK301,Law,University College Cork (NUI),490.0,505.0,True,False,False,False,False
CK302,Law and French,University College Cork (NUI),530.0,550.0,True,False,False,False,False
CK304,Law and Irish,University College Cork (NUI),510.0,535.0,True,False,False,False,False
CK305,Law (Clinical),University College Cork (NUI),525.0,540.0,True,False,False,False,False
CK306,Law (International),University College Cork (NUI),545.0,565.0,True,False,False,False,False
CK401,Computer Science,University College Cork (NUI),440.0,490.0,True,False,False,False,False
CK402,Biological and Chemical Sciences,University College Cork (NUI),470.0,505.0,True,False,False,False,False
CK404,"Biological, Earth and Environmental Sciences",University College Cork (NUI),435.0,460.0,True,False,False,False,False
CK405,Genetics,University College Cork (NUI),455.0,485.0,True,False,False,False,False
CK406,Chemical Sciences,University College Cork (NUI),445.0,490.0,True,False,False,False,False
CK407,Mathematical Sciences,University College Cork (NUI),550.0,590.0,True,False,False,False,False
CK408,Physics and Astrophysics,University College Cork (NUI),505.0,530.0,True,False,False,False,False
CK502,Food Marketing and Entrepreneurship,University College Cork (NUI),455.0,480.0,True,False,False,False,False
CK504,Nutritional Sciences,University College Cork (NUI),505.0,525.0,True,False,False,False,False
CK505,Food Science,University College Cork (NUI),460.0,485.0,True,False,False,False,False
CK506,International Development and Food Policy,University College Cork (NUI),360.0,390.0,True,False,False,False,False
CK600,Engineering,University College Cork (NUI),415.0,505.0,True,False,False,False,False
CK606,Architecture - Joint UCC and CIT programme,University College Cork (NUI),440.0,470.0,True,False,False,False,False
CK701,Medicine (Undergraduate Entry),University College Cork (NUI),726.0,733.0,True,True,False,False,False
CK702,Dentistry,University College Cork (NUI),580.0,595.0,True,False,True,False,False
CK703,Pharmacy,University College Cork (NUI),555.0,575.0,True,False,False,False,False
CK704,Occupational Therapy,University College Cork (NUI),535.0,545.0,True,False,False,False,False
CK705,Speech and Language Therapy,University College Cork (NUI),510.0,540.0,True,False,False,False,False
CK706,Public Health,University College Cork (NUI),430.0,455.0,True,False,False,False,False
CK710,General Nursing,University College Cork (NUI),440.0,460.0,True,False,False,False,False
CK711,Mature Applicants General Nursing,University College Cork (NUI),178.0,184.0,True,True,True,False,False
CK712,Children`s and General Nursing (Integrated),University College Cork (NUI),505.0,530.0,True,False,False,False,False
CK713,Mature Applicants Children`s and General Nursing (Integrated),University College Cork (NUI),185.0,195.0,True,True,False,False,False
CK720,Mental Health Nursing,University College Cork (NUI),415.0,450.0,True,False,True,False,False
CK721,Mature Applicants Mental Health Nursing,University College Cork (NUI),170.0,176.0,True,True,False,False,False
CK730,Intellectual Disability Nursing,University College Cork (NUI),415.0,435.0,True,False,True,False,False
CK731,Mature Applicants Intellectual Disability Nursing,University College Cork (NUI),163.0,169.0,True,True,False,False,False
CK740,Midwifery,University College Cork (NUI),455.0,480.0,True,False,True,False,False
CK741,Mature Applicants Midwifery,University College Cork (NUI),176.0,178.0,True,True,True,False,False
CK791,Medicine (Graduate Entry),University College Cork (NUI),56.0,57.0,True,True,True,False,False
AC120,International Business,American College,270.0,280.0,True,False,False,False,False
AC137,Liberal Arts,American College,280.0,315.0,True,False,False,False,False
CT125,Information Technology,College of Computer Technology,315.0,315.0,True,False,False,False,False
CE001,Education - Primary Teaching,Church of Ireland College of Education,385.0,455.0,True,True,False,False,False
CM001,Education - Primary Teaching,Marino Institute of Education,465.0,470.0,True,False,False,False,False
CM002,Education - Primary Teaching - Gaeltacht Applicants,Marino Institute of Education,425.0,435.0,True,True,False,False,False
CM010,Education Studies,Marino Institute of Education,315.0,365.0,True,False,False,False,False
CM020,Early Childhood Education,Marino Institute of Education,310.0,360.0,True,False,False,False,False
DB500,Computing,Dublin Business School & DBS School of Arts,240.0,290.0,True,False,False,False,False
DB512,Business Studies,Dublin Business School & DBS School of Arts,255.0,315.0,True,False,False,False,False
DB514,Business Studies (Law),Dublin Business School & DBS School of Arts,200.0,335.0,True,False,False,False,False
DB515,Business Studies (Human Resource Management),Dublin Business School & DBS School of Arts,255.0,305.0,True,False,False,False,False
DB516,Financial Services,Dublin Business School & DBS School of Arts,260.0,350.0,True,False,False,False,False
DB517,Marketing (Event Management),Dublin Business School & DBS School of Arts,235.0,315.0,True,False,False,False,False
DB518,Marketing (Digital Media),Dublin Business School & DBS School of Arts,200.0,320.0,True,False,False,False,False
DB520,Business Studies (with work placement),Dublin Business School & DBS School of Arts,267.0,360.0,True,False,False,False,False
DB521,Accounting and Finance,Dublin Business School & DBS School of Arts,275.0,355.0,True,False,False,False,False
DB524,Business Information Systems,Dublin Business School & DBS School of Arts,385.0,450.0,True,False,False,False,False
DB525,Marketing (Digital Media and Cloud Computing),Dublin Business School & DBS School of Arts,315.0,370.0,True,False,False,False,False
DB526,Business Information Systems (Cloud Computing),Dublin Business School & DBS School of Arts,345.0,345.0,True,False,False,False,False
DB531,Marketing,Dublin Business School & DBS School of Arts,280.0,325.0,True,False,False,False,False
DB561,Arts (General),Dublin Business School & DBS School of Arts,225.0,305.0,True,False,False,False,False
DB562,Psychology,Dublin Business School & DBS School of Arts,230.0,317.0,True,False,False,False,False
DB565,Journalism,Dublin Business School & DBS School of Arts,225.0,330.0,True,False,False,False,False
DB566,Social Science,Dublin Business School & DBS School of Arts,167.0,310.0,True,False,False,False,False
DB567,Film,Dublin Business School & DBS School of Arts,205.0,335.0,True,False,False,False,False
DB568,Law,Dublin Business School & DBS School of Arts,230.0,330.0,True,False,False,False,False
DB569,Business (Psychology),Dublin Business School & DBS School of Arts,290.0,350.0,True,False,False,False,False
DC001,Education - Early Childhood Education,Dublin City University,380.0,420.0,True,False,False,False,False
DC002,Education - Primary Teaching,Dublin City University,470.0,490.0,True,False,False,False,False
DC003,Education - Primary Teaching - Gaeltacht Applicants,Dublin City University,430.0,440.0,True,True,False,False,False
DC009,Joint Honours - Humanities,Dublin City University,390.0,415.0,True,False,False,False,False
DC010,Post Primary Teacher Education - Religious Education and English,Dublin City University,380.0,410.0,True,False,False,False,False
DC011,Post Primary Teacher Education - Religious Education and History,Dublin City University,370.0,420.0,True,False,False,False,False
DC012,Post Primary Teacher Education - Religious Education and Music,Dublin City University,370.0,400.0,True,True,False,False,False
DC110,Business Studies International,Dublin City University,465.0,480.0,True,False,False,False,False
DC111,Business Studies,Dublin City University,465.0,480.0,True,False,False,False,False
DC112,Global Business (France),Dublin City University,500.0,530.0,True,False,False,False,False
DC113,Global Business (Germany),Dublin City University,465.0,500.0,True,False,False,False,False
DC114,Global Business (Spain),Dublin City University,500.0,530.0,True,False,False,False,False
DC115,Accounting and Finance,Dublin City University,475.0,500.0,True,False,False,False,False
DC116,Global Business (USA),Dublin City University,580.0,595.0,True,False,False,False,False
DC117,Aviation Management / Aviation Management with Pilot Studies,Dublin City University,455.0,490.0,True,False,False,False,False
DC118,Gnó agus Gaeilge / Business and Irish,Dublin City University,340.0,380.0,True,False,False,False,False
DC119,Global Business (Canada),Dublin City University,570.0,570.0,True,False,False,False,False
DC120,Enterprise Computing,Dublin City University,370.0,405.0,True,False,False,False,False
DC121,Computer Applications,Dublin City University,400.0,440.0,True,False,False,False,False
DC122,Computational Problem-Solving and Software Development,Dublin City University,,505.0,True,True,False,False,False
DC126,Actuarial Mathematics,Dublin City University,535.0,555.0,True,False,False,False,False
DC127,"Actuarial, Financial and Mathematical Sciences (common entry)",Dublin City University,500.0,520.0,True,False,False,False,False
DC131,Communication Studies,Dublin City University,420.0,455.0,True,False,False,False,False
DC132,Journalism,Dublin City University,435.0,475.0,True,False,False,False,False
DC133,Multimedia,Dublin City University,445.0,470.0,True,False,False,False,False
DC155,Applied Language and Translation Studies,Dublin City University,375.0,430.0,True,False,False,False,False
DC161,Analytical Science,Dublin City University,460.0,465.0,True,False,False,False,False
DC162,Chemical and Pharmaceutical Sciences,Dublin City University,485.0,495.0,True,False,False,False,False
DC166,Environmental Science and Health,Dublin City University,435.0,450.0,True,False,False,False,False
DC167,Physics with Astronomy,Dublin City University,440.0,485.0,True,False,False,False,False
DC168,Genetics and Cell Biology,Dublin City University,475.0,490.0,True,False,False,False,False
DC171,Applied Physics,Dublin City University,410.0,450.0,True,False,False,False,False
DC173,Physics with Biomedical Sciences,Dublin City University,435.0,460.0,True,False,False,False,False
DC181,Biotechnology,Dublin City University,470.0,495.0,True,False,False,False,False
DC190,Electronic and Computer Engineering,Dublin City University,415.0,485.0,True,False,False,False,False
DC193,Mechatronic Engineering,Dublin City University,400.0,460.0,True,False,False,False,False
DC195,Mechanical and Manufacturing Engineering,Dublin City University,405.0,450.0,True,False,False,False,False
DC197,Biomedical Engineering,Dublin City University,400.0,460.0,True,False,False,False,False
DC200,Common Entry into Engineering (Undenominated Entry),Dublin City University,390.0,455.0,True,False,False,False,False
DC201,Common Entry into Science (Undenominated Entry),Dublin City University,470.0,490.0,True,False,False,False,False
DC202,Sport Science and Health,Dublin City University,500.0,525.0,True,False,False,False,False
DC203,Science Education,Dublin City University,435.0,455.0,True,False,False,False,False
DC204,Athletic Therapy and Training,Dublin City University,505.0,520.0,True,False,False,False,False
DC205,Physical Education with Biology,Dublin City University,495.0,515.0,True,False,False,False,False
DC206,Physical Education with Mathematics,Dublin City University,500.0,515.0,True,False,False,False,False
DC208,Psychology,Dublin City University,515.0,525.0,True,False,False,False,False
DC209,Health and Society,Dublin City University,435.0,450.0,True,False,False,False,False
DC215,General Nursing,Dublin City University,430.0,450.0,True,False,True,False,False
DC216,Psychiatric Nursing,Dublin City University,405.0,415.0,True,False,False,False,False
DC217,Intellectual Disability Nursing,Dublin City University,410.0,420.0,True,False,False,False,False
DC218,Children`s and General Nursing (Integrated),Dublin City University,490.0,495.0,True,False,False,False,False
DC225,Mature Applicants General Nursing,Dublin City University,167.0,174.0,True,True,True,False,False
DC226,Mature Applicants Psychiatric Nursing,Dublin City University,156.0,161.0,True,True,True,False,False
DC227,Mature Applicants Intellectual Disability Nursing,Dublin City University,141.0,152.0,True,True,False,False,False
DC228,Mature Applicants Children`s and General Nursing (Integrated),Dublin City University,170.0,177.0,True,True,False,False,False
DC230,Economics/ Politics and Law,Dublin City University,400.0,425.0,True,False,False,False,False
DC231,International Relations,Dublin City University,380.0,415.0,True,False,False,False,False
DC232,Law and Society (BCL),Dublin City University,435.0,455.0,True,False,False,False,False
DC235,Education and Training (Daytime or Flexible Learning Mode),Dublin City University,315.0,345.0,True,False,False,False,False
DC238,Contemporary Culture and Society,Dublin City University,330.0,370.0,True,False,False,False,False
DC239,Gaeilge agus Iriseoireacht/Irish and Journalism,Dublin City University,415.0,475.0,True,False,False,False,False
DC240,Marketing/ Innovation and Technology,Dublin City University,470.0,490.0,True,False,False,False,False
DC291,Joint Honours - Media Studies,Dublin City University,395.0,420.0,True,False,False,False,False
DC292,Joint Honours - Law,Dublin City University,395.0,420.0,True,False,False,False,False
DC293,Joint Honours - International Languages,Dublin City University,405.0,440.0,True,False,False,False,False
DC294,Joint Honours - Gaeilge,Dublin City University,385.0,425.0,True,False,False,False,False
DC295,Joint Honours - Politics,Dublin City University,385.0,405.0,True,False,False,False,False
DC296,Joint Honours - World Cultures,Dublin City University,385.0,390.0,True,False,False,False,False
DT001,Product Design,Dublin Institute of Technology,415.0,445.0,True,False,False,False,False
DT021,Electrical/Electronic Engineering  (Common 1st Year),Dublin Institute of Technology,506.0,638.0,True,False,False,False,False
DT023,Manufacturing and Design Engineering,Dublin Institute of Technology,390.0,415.0,True,False,False,False,False
DT028,Transport Operations and Technology,Dublin Institute of Technology,275.0,320.0,True,False,False,False,False
DT066,Engineering (General Entry),Dublin Institute of Technology,375.0,455.0,True,False,False,False,False
DT081,Computer and Communications Engineering,Dublin Institute of Technology,465.0,465.0,True,False,False,False,False
DT101,Architecture,Dublin Institute of Technology,590.0,640.0,True,True,False,False,False
DT106,Planning and Environmental Management,Dublin Institute of Technology,270.0,320.0,True,False,False,False,False
DT110,Property Economics (Valuation Surveying),Dublin Institute of Technology,330.0,375.0,True,False,False,False,False
DT111,Quantity Surveying and Construction Economics,Dublin Institute of Technology,330.0,365.0,True,False,False,False,False
DT112,Geomatics (Surveying and Mapping),Dublin Institute of Technology,315.0,385.0,True,False,False,False,False
DT117,Construction Management,Dublin Institute of Technology,315.0,350.0,True,False,False,False,False
DT175,Architectural Technology,Dublin Institute of Technology,335.0,375.0,True,False,False,False,False
DT201,Science (General Entry),Dublin Institute of Technology,460.0,470.0,True,False,False,False,False
DT203,Forensic and Environmental Chemistry,Dublin Institute of Technology,325.0,385.0,True,False,False,False,False
DT204,Biomedical Science,Dublin Institute of Technology,495.0,510.0,True,False,True,False,False
DT205,Mathematical Sciences,Dublin Institute of Technology,300.0,365.0,True,False,False,False,False
DT211,Computing,Dublin Institute of Technology,355.0,380.0,True,False,False,False,False
DT220,Industrial Mathematics,Dublin Institute of Technology,240.0,345.0,True,False,False,False,False
DT221,Physics with Energy and Environment,Dublin Institute of Technology,340.0,410.0,True,False,False,False,False
DT222,Physics Technology,Dublin Institute of Technology,345.0,385.0,True,False,False,False,False
DT223,Human Nutrition and Dietetics,Dublin Institute of Technology,560.0,575.0,True,False,True,False,False
DT224,Optometry,Dublin Institute of Technology,480.0,505.0,True,False,False,False,False
DT225,Public Health Nutrition,Dublin Institute of Technology,405.0,465.0,True,False,False,False,False
DT227,Science with Nanotechnology,Dublin Institute of Technology,330.0,395.0,True,False,False,False,False
DT228,Computer Science,Dublin Institute of Technology,425.0,455.0,True,False,False,False,False
DT229,Clinical Measurement Science,Dublin Institute of Technology,465.0,485.0,True,False,False,False,False
DT235,Physics with Medical Physics and Bioengineering,Dublin Institute of Technology,330.0,375.0,True,False,False,False,False
DT282,Computer Science (International),Dublin Institute of Technology,365.0,395.0,True,False,False,False,False
DT299,Chemical Sciences with Medicinal Chemistry,Dublin Institute of Technology,380.0,415.0,True,False,False,False,False
DT321,Business and Law,Dublin Institute of Technology,465.0,480.0,True,False,False,False,False
DT341,Marketing,Dublin Institute of Technology,410.0,430.0,True,False,False,False,False
DT343,Retail and Services Management,Dublin Institute of Technology,330.0,370.0,True,False,False,False,False
DT354,Business Computing,Dublin Institute of Technology,380.0,410.0,True,False,False,False,False
DT358,Logistics and Supply Chain Management,Dublin Institute of Technology,300.0,350.0,True,False,False,False,False
DT365,Business and Management,Dublin Institute of Technology,445.0,455.0,True,False,False,False,False
DT366,Accounting and Finance,Dublin Institute of Technology,440.0,450.0,True,False,False,False,False
DT398,Human Resource Management,Dublin Institute of Technology,385.0,405.0,True,False,False,False,False
DT399,Economics and Finance,Dublin Institute of Technology,440.0,460.0,True,False,False,False,False
DT401,International Hospitality Management,Dublin Institute of Technology,310.0,355.0,True,False,False,False,False
DT407,Culinary Arts,Dublin Institute of Technology,350.0,385.0,True,False,False,False,False
DT412,Tourism Marketing,Dublin Institute of Technology,295.0,325.0,True,False,False,False,False
DT413,Event Management,Dublin Institute of Technology,370.0,400.0,True,False,False,False,False
DT416,Culinary Entrepreneurship,Dublin Institute of Technology,310.0,345.0,True,False,False,False,False
DT417,Bar Studies (Management and Entrepreneurship),Dublin Institute of Technology,290.0,330.0,True,False,False,False,False
DT420,Nutraceuticals in Health and Nutrition,Dublin Institute of Technology,430.0,450.0,True,False,False,False,False
DT421,Food Innovation,Dublin Institute of Technology,410.0,440.0,True,False,False,False,False
DT422,Pharmaceutical Healthcare,Dublin Institute of Technology,395.0,415.0,True,False,False,False,False
DT491,Environmental Health,Dublin Institute of Technology,340.0,380.0,True,False,False,False,False
DT501,Music,Dublin Institute of Technology,423.0,507.0,True,True,False,False,False
DT504,Film and Broadcasting,Dublin Institute of Technology,430.0,475.0,True,False,False,False,False
DT505,Film and Broadcasting with a Language,Dublin Institute of Technology,405.0,435.0,True,False,False,False,False
DT506,Commercial Modern Music,Dublin Institute of Technology,860.0,925.0,True,True,False,False,False
DT508,Games Design,Dublin Institute of Technology,375.0,405.0,True,False,False,False,False
DT517,English Studies and Languages,Dublin Institute of Technology,330.0,410.0,True,False,False,False,False
DT518,Languages and International Tourism (French),Dublin Institute of Technology,315.0,360.0,True,False,False,False,False
DT519,Languages and International Tourism (German),Dublin Institute of Technology,315.0,360.0,True,False,False,False,False
DT520,Languages and International Tourism (Spanish),Dublin Institute of Technology,345.0,400.0,True,False,False,False,False
